,Word,Entity
13978,90mins,CARDINAL
13979,all day,DATE
13980,later in the day,TIME
13981,45,CARDINAL
13982,78,CARDINAL
13983,the first day,DATE
13984,that day,DATE
13985,july,DATE
13986,one,CARDINAL
13987,two,CARDINAL
13988,14 years old,DATE
13989,july,DATE
13990,the year,DATE
13991,75,CARDINAL
13992,90 minute,TIME
13993,1hr,ORDINAL
13994,12,CARDINAL
13995,2 12,CARDINAL
13996,5 minute,TIME
13997,3 weeks,DATE
13998,many years,DATE
13999,16,CARDINAL
14000,40 minutes,TIME
14001,3,CARDINAL
14002,minutes,TIME
14003,an hour and a half,TIME
14004,3,CARDINAL
14005,4,CARDINAL
14006,age 18,DATE
14007,one,CARDINAL
14008,1400,CARDINAL
14009,a week,DATE
14010,4 years ago,DATE
14011,million,CARDINAL
14012,an hour,TIME
14013,summer,DATE
14014,california,GPE
14015,one,CARDINAL
14016,2 hours,TIME
14017,a second full day,TIME
14018,over 800,CARDINAL
14019,5,CARDINAL
14020,80,CARDINAL
14021,around 45 minutes,TIME
14022,7080 minutes,TIME
14023,400,CARDINAL
14024,the days,DATE
14025,45 minutes,TIME
14026,2 hours,TIME
14027,today,DATE
14028,90 minute,TIME
14029,half,CARDINAL
14030,other than 23,CARDINAL
14031,2 minutes,TIME
14032,approx 12 minutes,TIME
14033,10 hour day,TIME
14034,16,CARDINAL
14035,22,CARDINAL
14036,the years,DATE
14037,first,ORDINAL
14038,first,ORDINAL
14039,23 weeks,DATE
14040,6 weeks later,DATE
14041,6,CARDINAL
14042,48 hours,TIME
14043,2 weeks later,DATE
14044,2 hour,TIME
14045,16,CARDINAL
14046,60,CARDINAL
14047,a season,DATE
14048,the holiday,DATE
14049,last year,DATE
14050,4,CARDINAL
14051,two,CARDINAL
14052,up to,CARDINAL
14053,453,CARDINAL
14054,20,CARDINAL
14055,3 hours,TIME
14056,an hour,TIME
14057,one,CARDINAL
14058,40 minutes,TIME
14059,453,CARDINAL
14060,3day,DATE
14061,1400 dollars,MONEY
14062,1800,DATE
14063,the first week,DATE
14064,june last year,DATE
14065,july,DATE
14066,july,DATE
14067,10 am 45,TIME
14068,1st,DATE
14069,90 minute,TIME
14070,10,CARDINAL
14071,60,CARDINAL
14072,2 day,DATE
14073,2nd day,DATE
14074,a day,DATE
14075,a couple hours later,TIME
14076,two hours,TIME
14077,later in the day,TIME
14078,our day,DATE
14079,11th,ORDINAL
14080,the years,DATE
14081,more than 50,CARDINAL
14082,more than 30,CARDINAL
14083,30,CARDINAL
14084,3,CARDINAL
14085,an hour,TIME
14086,two,CARDINAL
14087,22,CARDINAL
14088,about 4,CARDINAL
14089,yesterday,DATE
14090,2 hours,TIME
14091,4 minute,TIME
14092,six year old,DATE
14093,100,CARDINAL
14094,2,CARDINAL
14095,yesterday,DATE
14096,3 hours,TIME
14097,2 minute,TIME
14098,3 hour,TIME
14099,90,CARDINAL
14100,2 hour,TIME
14101,two,CARDINAL
14102,all day,DATE
14103,3,CARDINAL
14104,3 day,DATE
14105,2 day,DATE
14106,70 90 dollars,MONEY
14107,1 2,CARDINAL
14108,3,CARDINAL
14109,2 hours,TIME
14110,2 days,DATE
14111,45,CARDINAL
14112,the day,DATE
14113,a very disappointing day,DATE
14114,the previous day,DATE
14115,one,CARDINAL
14116,50,CARDINAL
14117,90,CARDINAL
14118,2 hours,TIME
14119,one day,DATE
14120,2015,DATE
14121,at least 2 days,DATE
14122,one,CARDINAL
14123,one,CARDINAL
14124,two,CARDINAL
14125,100,CARDINAL
14126,15 years ago,DATE
14127,two,CARDINAL
14128,3,CARDINAL
14129,15 years ago,DATE
14130,80s,DATE
14131,second,ORDINAL
14132,first,ORDINAL
14133,two,CARDINAL
14134,80,CARDINAL
14135,three,CARDINAL
14136,less than 5 minutes,TIME
14137,70,CARDINAL
14138,40,DATE
14139,3,CARDINAL
14140,3 4,CARDINAL
14141,nine,CARDINAL
14142,the july 4 weekend,DATE
14143,a holiday weekend,DATE
14144,the first hour,TIME
14145,90 minutes,TIME
14146,two minutes,TIME
14147,15 minutes,TIME
14148,2,CARDINAL
14149,the weekend,DATE
14150,one,CARDINAL
14151,almost 12 hour,TIME
14152,another 45 minutes,TIME
14153,1 hour,TIME
14154,over an hour,TIME
14155,5 minute,TIME
14156,1999,DATE
14157,3 hours,TIME
14158,today,DATE
14159,first,ORDINAL
14160,10,CARDINAL
14161,5,CARDINAL
14162,four,CARDINAL
14163,1,CARDINAL
14164,2 hour,TIME
14165,more than 30,CARDINAL
14166,the 3 hours,TIME
14167,30 minutes,TIME
14168,15 minutes,TIME
14169,fifth,ORDINAL
14170,45 minutes,TIME
14171,26000,CARDINAL
14172,today,DATE
14173,5,CARDINAL
14174,days years ago,DATE
14175,first,ORDINAL
14176,200,CARDINAL
14177,2,CARDINAL
14178,65,CARDINAL
14179,the next few days,DATE
14180,half,CARDINAL
14181,two,CARDINAL
14182,10,CARDINAL
14183,8,CARDINAL
14184,early in the morning,TIME
14185,first,ORDINAL
14186,the day,DATE
14187,years ago,DATE
14188,3d,CARDINAL
14189,3d,CARDINAL
14190,0830,GPE
14191,96,CARDINAL
14192,a few minutes,TIME
14193,3 minutes,TIME
14194,2030,DATE
14195,one,CARDINAL
14196,between 45 minutes,TIME
14197,a week ago,DATE
14198,650,CARDINAL
14199,4,CARDINAL
14200,under 3 hours,TIME
14201,12,CARDINAL
14202,two,CARDINAL
14203,80,CARDINAL
14204,4,CARDINAL
14205,the entire day,DATE
14206,one,CARDINAL
14207,two,CARDINAL
14208,this past week,DATE
14209,1,CARDINAL
14210,34,CARDINAL
14211,3,CARDINAL
14212,18 19 22,DATE
14213,26,CARDINAL
14214,90 minute,TIME
14215,2 hours,TIME
14216,about 945,CARDINAL
14217,2 hours,TIME
14218,40,CARDINAL
14219,45 minutes,TIME
14220,60,CARDINAL
14221,2 days,DATE
14222,15,CARDINAL
14223,20,CARDINAL
14224,only half,CARDINAL
14225,287,CARDINAL
14226,three,CARDINAL
14227,only half,CARDINAL
14228,20 minute,TIME
14229,45 minutes or 50 minute,TIME
14230,10,CARDINAL
14231,more than one,CARDINAL
14232,2015,DATE
14233,only 3,CARDINAL
14234,5,CARDINAL
14235,3,CARDINAL
14236,2011,DATE
14237,first,ORDINAL
14238,about 12 years ago,DATE
14239,a certain hour,TIME
14240,12 years later,DATE
14241,8,CARDINAL
14242,about 1 hour,TIME
14243,23,CARDINAL
14244,5,CARDINAL
14245,10,CARDINAL
14246,15 minutes,TIME
14247,yesterday,DATE
14248,6,CARDINAL
14249,zero,CARDINAL
14250,400 pound,QUANTITY
14251,2 weeks,DATE
14252,816 years of age,DATE
14253,3d,CARDINAL
14254,one,CARDINAL
14255,18,CARDINAL
14256,about 4 hours,TIME
14257,3,CARDINAL
14258,30 minutes,TIME
14259,over 350,CARDINAL
14260,50 minute,TIME
14261,night,TIME
14262,8 year old,DATE
14263,the day,DATE
14264,first,ORDINAL
14265,10 years ago,DATE
14266,first,ORDINAL
14267,6,CARDINAL
14268,an extra day,DATE
14269,two days,DATE
14270,first,ORDINAL
14271,first,ORDINAL
14272,8 year old,DATE
14273,one,CARDINAL
14274,20 years old,DATE
14275,two,CARDINAL
14276,2001,DATE
14277,the time 12 years,DATE
14278,5th,ORDINAL
14279,4000 miles,QUANTITY
14280,175,CARDINAL
14281,5,CARDINAL
14282,3,CARDINAL
14283,3 year old,DATE
14284,5 year old,DATE
14285,1,CARDINAL
14286,5 year old,DATE
14287,one,CARDINAL
14288,39 year,DATE
14289,60,CARDINAL
14290,one,CARDINAL
14291,2,CARDINAL
14292,three,CARDINAL
14293,many hours,TIME
14294,annual,DATE
14295,8 hour,TIME
14296,an entire day,DATE
14297,40,CARDINAL
14298,2010,DATE
14299,the end of the day,DATE
14300,first,ORDINAL
14301,15 hours,TIME
14302,30 minutes,TIME
14303,ninth,ORDINAL
14304,one long day,DATE
14305,two,CARDINAL
14306,the end of the,DATE
14307,one,CARDINAL
14308,1,CARDINAL
14309,3 day,DATE
14310,2,CARDINAL
14311,1,CARDINAL
14312,california,GPE
14313,three day,DATE
14314,ten years old,DATE
14315,about 15 years ago,DATE
14316,an hour,TIME
14317,6,CARDINAL
14318,two days,DATE
14319,3d,CARDINAL
14320,25,CARDINAL
14321,two days,DATE
14322,4,CARDINAL
14323,2 hours,TIME
14324,first,ORDINAL
14325,today,DATE
14326,7196,DATE
14327,two,CARDINAL
14328,two,CARDINAL
14329,spring,DATE
14330,the first day,DATE
14331,920,CARDINAL
14332,110,CARDINAL
14333,20 30,CARDINAL
14334,about 7,CARDINAL
14335,20,CARDINAL
14336,6,CARDINAL
14337,30,CARDINAL
14338,22,CARDINAL
14339,4,CARDINAL
14340,one,CARDINAL
14341,about 5,CARDINAL
14342,one,CARDINAL
14343,3,CARDINAL
14344,a long day,DATE
14345,about 50 60,CARDINAL
14346,american,NORP
14347,at least six,CARDINAL
14348,hours and hours,TIME
14349,about 60,CARDINAL
14350,60,CARDINAL
14351,two,CARDINAL
14352,480 dollars,MONEY
14353,four,CARDINAL
14354,a couple of years ago,DATE
14355,one day,DATE
14356,80 dollars,MONEY
14357,60,CARDINAL
14358,one,CARDINAL
14359,120,CARDINAL
14360,1500,CARDINAL
14361,this last weekend,DATE
14362,2,CARDINAL
14363,2599,DATE
14364,only 1,CARDINAL
14365,half,CARDINAL
14366,2,CARDINAL
14367,100,CARDINAL
14368,650,CARDINAL
14369,4,CARDINAL
14370,approximately 45 minutes,TIME
14371,two,CARDINAL
14372,all day,DATE
14373,3 hours,TIME
14374,1030,DATE
14375,the day,DATE
14376,2pm in the afternoon,TIME
14377,3 minutes,TIME
14378,3,CARDINAL
14379,4,CARDINAL
14380,the weekend,DATE
14381,100,CARDINAL
14382,two,CARDINAL
14383,100,CARDINAL
14384,the end of the day,DATE
14385,six,CARDINAL
14386,six,CARDINAL
14387,two,CARDINAL
14388,one,CARDINAL
14389,six,CARDINAL
14390,under 25pp,DATE
14391,first,ORDINAL
14392,15 minutes,TIME
14393,two hours,TIME
14394,10000,CARDINAL
14395,the next day,DATE
14396,2,CARDINAL
14397,the extra day,DATE
14398,three days,DATE
14399,7,CARDINAL
14400,two hours,TIME
14401,500,CARDINAL
14402,16900,DATE
14403,60120 minute,TIME
14404,90120 minutes,TIME
14405,about 2 hours,TIME
14406,another 90 minutes,TIME
14407,about 15 years ago,DATE
14408,half,CARDINAL
14409,3d,CARDINAL
14410,4d,CARDINAL
14411,3d,CARDINAL
14412,400,CARDINAL
14413,4,CARDINAL
14414,eighth,ORDINAL
14415,14 nights,DATE
14416,20,CARDINAL
14417,an hour,TIME
14418,3,CARDINAL
14419,2,CARDINAL
14420,one,CARDINAL
14421,a few years 2005,DATE
14422,7,CARDINAL
14423,the 15 each day,DATE
14424,the weeks,DATE
14425,90,CARDINAL
14426,10,CARDINAL
14427,more than 15 hours,TIME
14428,the end of the day,DATE
14429,5,CARDINAL
14430,about 90,CARDINAL
14431,3,CARDINAL
14432,4,CARDINAL
14433,5,CARDINAL
14434,123pp,ORG
14435,3599,CARDINAL
14436,34,CARDINAL
14437,2 nights,DATE
14438,two,CARDINAL
14439,early morning,TIME
14440,3 minute,TIME
14441,4 hours,TIME
14442,more than an hour,TIME
14443,4 per hour,TIME
14444,an hour,TIME
14445,2 minute,TIME
14446,about 4 hours,TIME
14447,1000,CARDINAL
14448,first,ORDINAL
14449,29 2013,CARDINAL
14450,spring,DATE
14451,2 hour,TIME
14452,an hour and a half,TIME
14453,a few years,DATE
14454,3d,CARDINAL
14455,two,CARDINAL
14456,two,CARDINAL
14457,day,DATE
14458,two,CARDINAL
14459,15 dollars,MONEY
14460,20,CARDINAL
14461,the day,DATE
14462,a week,DATE
14463,two,CARDINAL
14464,5,CARDINAL
14465,110,CARDINAL
14466,40 minutes,TIME
14467,23 hours,TIME
14468,american,NORP
14469,the day,DATE
14470,800,CARDINAL
14471,120 minutes,TIME
14472,10 years ago,DATE
14473,a mile,QUANTITY
14474,an hour,TIME
14475,4,CARDINAL
14476,several hour,TIME
14477,the next day,DATE
14478,60,CARDINAL
14479,another hour,TIME
14480,650 dollars,MONEY
14481,4,CARDINAL
14482,20,CARDINAL
14483,2 hours,TIME
14484,34 dollars,MONEY
14485,47,CARDINAL
14486,one,CARDINAL
14487,a couple of days later,DATE
14488,third,ORDINAL
14489,85,CARDINAL
14490,3040,CARDINAL
14491,20 minutes,TIME
14492,over 30 minutes,TIME
14493,three,CARDINAL
14494,over an hour,TIME
14495,spring,DATE
14496,two hour,TIME
14497,70,CARDINAL
14498,ten,CARDINAL
14499,first,ORDINAL
14500,two,CARDINAL
14501,94,CARDINAL
14502,one,CARDINAL
14503,the next 3 minutes,TIME
14504,five,CARDINAL
14505,94 dollars,MONEY
14506,an additional 109,CARDINAL
14507,the park 15 minutes,TIME
14508,30,CARDINAL
14509,the day,DATE
14510,14 day,DATE
14511,14 days,DATE
14512,the next day,DATE
14513,about 10 minutes,TIME
14514,a day,DATE
14515,almost every year,DATE
14516,california,GPE
14517,every few years,DATE
14518,first,ORDINAL
14519,about 2 years,DATE
14520,yesterday,DATE
14521,spring,DATE
14522,today,DATE
14523,first,ORDINAL
14524,nearly an hour,TIME
14525,only 8,CARDINAL
14526,two,CARDINAL
14527,one,CARDINAL
14528,50 minutes,TIME
14529,three,CARDINAL
14530,about 20,CARDINAL
14531,about 45 minutes,TIME
14532,100,CARDINAL
14533,yesterday,DATE
14534,2,CARDINAL
14535,all day,DATE
14536,20 minutes,TIME
14537,one,CARDINAL
14538,another 25 minutes,TIME
14539,an hour,TIME
14540,6,CARDINAL
14541,31,CARDINAL
14542,every 3 minutes,TIME
14543,20,CARDINAL
14544,an hour,TIME
14545,one,CARDINAL
14546,two,CARDINAL
14547,an hour,TIME
14548,14,CARDINAL
14549,first,ORDINAL
14550,about 10 minutes,TIME
14551,14,CARDINAL
14552,half an hour,TIME
14553,15,CARDINAL
14554,5,CARDINAL
14555,6,CARDINAL
14556,about 300,CARDINAL
14557,59,CARDINAL
14558,less than,CARDINAL
14559,12,CARDINAL
14560,many years,DATE
14561,4,CARDINAL
14562,213,CARDINAL
14563,211,CARDINAL
14564,2,CARDINAL
14565,2,CARDINAL
14566,34d,DATE
14567,one,CARDINAL
14568,today,DATE
14569,today,DATE
14570,first,ORDINAL
14571,four,CARDINAL
14572,four,CARDINAL
14573,250 dollars,MONEY
14574,four,CARDINAL
14575,twenty minutes,TIME
14576,50 or,CARDINAL
14577,a day,DATE
14578,half,CARDINAL
14579,one day,DATE
14580,550 dollars,MONEY
14581,four,CARDINAL
14582,one,CARDINAL
14583,200 dollars,MONEY
14584,19900,DATE
14585,december 2012,DATE
14586,eight,CARDINAL
14587,3d,CARDINAL
14588,14 day,DATE
14589,under 10000,DATE
14590,a few pounds,QUANTITY
14591,100 years,DATE
14592,two hours,TIME
14593,three,CARDINAL
14594,one,CARDINAL
14595,last summer,DATE
14596,day 2,DATE
14597,60 minute,TIME
14598,25,CARDINAL
14599,330 pm,TIME
14600,next summer,DATE
14601,a good 25 minute,TIME
14602,10,CARDINAL
14603,an extra day,DATE
14604,5 hours,TIME
14605,2,CARDINAL
14606,2 miles,QUANTITY
14607,three,CARDINAL
14608,almost 20000,CARDINAL
14609,2,CARDINAL
14610,30,CARDINAL
14611,5500,CARDINAL
14612,a couple months later,DATE
14613,5 year old,DATE
14614,5 year old,DATE
14615,40000,CARDINAL
14616,3 hours,TIME
14617,all day,DATE
14618,first,ORDINAL
14619,the day,DATE
14620,about 5 minutes,TIME
14621,40 minutes,TIME
14622,3,CARDINAL
14623,2,CARDINAL
14624,one,CARDINAL
14625,one,CARDINAL
14626,only one,CARDINAL
14627,3d,CARDINAL
14628,4,CARDINAL
14629,late june 2012,DATE
14630,the week,DATE
14631,1859,DATE
14632,2day 1,DATE
14633,day one,DATE
14634,10 or 15 minutes,TIME
14635,first,ORDINAL
14636,2 hours,TIME
14637,an extra 15 minutes,TIME
14638,85,CARDINAL
14639,14 days,DATE
14640,95,CARDINAL
14641,132,CARDINAL
14642,well over 100,CARDINAL
14643,one day,DATE
14644,3d,CARDINAL
14645,yearly,DATE
14646,140,CARDINAL
14647,100,CARDINAL
14648,two to three years,DATE
14649,the new years holiday,DATE
14650,two years ago,DATE
14651,2,CARDINAL
14652,6,CARDINAL
14653,6pm,TIME
14654,one,CARDINAL
14655,30,CARDINAL
14656,an extra 150,CARDINAL
14657,5,CARDINAL
14658,90 minutes,TIME
14659,90,CARDINAL
14660,450 extra per day 2 day,DATE
14661,season,DATE
14662,one night,TIME
14663,2 days,DATE
14664,one night,TIME
14665,90per,CARDINAL
14666,200,CARDINAL
14667,halloween nights,TIME
14668,two,CARDINAL
14669,20000 dollars,MONEY
14670,3,CARDINAL
14671,3rd,ORDINAL
14672,the years,DATE
14673,first,ORDINAL
14674,third,ORDINAL
14675,400,CARDINAL
14676,3,CARDINAL
14677,the same as,DATE
14678,10 years ago,DATE
14679,85 dollars,MONEY
14680,2,CARDINAL
14681,380,CARDINAL
14682,110,CARDINAL
14683,three,CARDINAL
14684,an hour,TIME
14685,the first two hours,TIME
14686,monday,DATE
14687,between 15 25 minutes,TIME
14688,45 minute,TIME
14689,over 30 minutes,TIME
14690,half,CARDINAL
14691,the day,DATE
14692,ten hours,TIME
14693,less than half,CARDINAL
14694,one hour,TIME
14695,today,DATE
14696,1,CARDINAL
14697,one,CARDINAL
14698,one,CARDINAL
14699,half,CARDINAL
14700,1 to 3 hour,TIME
14701,830,CARDINAL
14702,an hour,TIME
14703,10 13,CARDINAL
14704,2 days,DATE
14705,january 2nd,DATE
14706,5,CARDINAL
14707,153 hour,TIME
14708,1 day,DATE
14709,450,CARDINAL
14710,4,CARDINAL
14711,1 day,DATE
14712,400,CARDINAL
14713,450,CARDINAL
14714,one,CARDINAL
14715,6,CARDINAL
14716,20 minutes,TIME
14717,17 minutes,TIME
14718,10 minutes hulk 10 minutes,TIME
14719,12 years,DATE
14720,25,CARDINAL
14721,new year,DATE
14722,30 minutes,TIME
14723,110 minutes almost two hours,TIME
14724,60 minutes,TIME
14725,1 minute,TIME
14726,american,NORP
14727,second,ORDINAL
14728,one,CARDINAL
14729,first,ORDINAL
14730,2,CARDINAL
14731,2012,DATE
14732,the year,DATE
14733,the first hour,TIME
14734,1 hour,TIME
14735,20,CARDINAL
14736,120,CARDINAL
14737,two days 11 13,DATE
14738,first,ORDINAL
14739,second,ORDINAL
14740,830am,ORG
14741,9am,TIME
14742,5,CARDINAL
14743,5 minutes,TIME
14744,30,CARDINAL
14745,5 minutes,TIME
14746,30 minutes,TIME
14747,6070,DATE
14748,minutes,TIME
14749,an hour,TIME
14750,the 6 minutes,TIME
14751,two,CARDINAL
14752,1,CARDINAL
14753,34,CARDINAL
14754,3,CARDINAL
14755,three,CARDINAL
14756,1,CARDINAL
14757,2,CARDINAL
14758,345,CARDINAL
14759,3,CARDINAL
14760,summer,DATE
14761,over an hour,TIME
14762,109,CARDINAL
14763,that day,DATE
14764,2 hours,TIME
14765,3 hours,TIME
14766,an hour,TIME
14767,first,ORDINAL
14768,at least 20,CARDINAL
14769,several years,DATE
14770,one,CARDINAL
14771,one,CARDINAL
14772,40 minutes later,TIME
14773,second,ORDINAL
14774,20,CARDINAL
14775,3d,CARDINAL
14776,only 30 minutes,TIME
14777,two hours,TIME
14778,couple of hours,TIME
14779,45,CARDINAL
14780,2,CARDINAL
14781,first,ORDINAL
14782,3d,CARDINAL
14783,three hours,TIME
14784,two hours,TIME
14785,spring,DATE
14786,at least an hour,TIME
14787,only 25,CARDINAL
14788,2 hours,TIME
14789,60,CARDINAL
14790,117123day,DATE
14791,seven hours,TIME
14792,four,CARDINAL
14793,25,CARDINAL
14794,45,CARDINAL
14795,60,CARDINAL
14796,only a few minutes,TIME
14797,about 25 feet,QUANTITY
14798,5,CARDINAL
14799,50,CARDINAL
14800,six year old,DATE
14801,4 year old,DATE
14802,this xmas week,DATE
14803,two,CARDINAL
14804,two,CARDINAL
14805,new year,DATE
14806,90 minutes,TIME
14807,dozens,CARDINAL
14808,1530 minutes later,TIME
14809,every penny,MONEY
14810,25,CARDINAL
14811,15,CARDINAL
14812,one day,DATE
14813,approximately 6,CARDINAL
14814,2012,DATE
14815,first,ORDINAL
14816,seven hours,TIME
14817,five,CARDINAL
14818,three,CARDINAL
14819,five hours,TIME
14820,1800,DATE
14821,first,ORDINAL
14822,130,CARDINAL
14823,110,CARDINAL
14824,one hour,TIME
14825,one hour,TIME
14826,one,CARDINAL
14827,180 minutes,TIME
14828,several years ago,DATE
14829,the day,DATE
14830,years eve,DATE
14831,first,ORDINAL
14832,afternoon,TIME
14833,90,CARDINAL
14834,that week,DATE
14835,3 hours,TIME
14836,15,CARDINAL
14837,30,CARDINAL
14838,50,CARDINAL
14839,20,CARDINAL
14840,three,CARDINAL
14841,8am,TIME
14842,9,CARDINAL
14843,89,CARDINAL
14844,one,CARDINAL
14845,a few days earlier,DATE
14846,13 year old,DATE
14847,27 2012,DATE
14848,50,CARDINAL
14849,3 days,DATE
14850,third,ORDINAL
14851,80,CARDINAL
14852,2,CARDINAL
14853,one day,DATE
14854,almost 30 minutes,TIME
14855,10 minutes,TIME
14856,40 minutes,TIME
14857,90 minutes,TIME
14858,13 year old,DATE
14859,2 hours,TIME
14860,1,CARDINAL
14861,2,CARDINAL
14862,3,CARDINAL
14863,7,CARDINAL
14864,2,CARDINAL
14865,4,CARDINAL
14866,5,CARDINAL
14867,one,CARDINAL
14868,an additional 140,CARDINAL
14869,one to two hours,TIME
14870,two hour,TIME
14871,two to three hour,TIME
14872,10 months,DATE
14873,last year,DATE
14874,an hour,TIME
14875,15 30 minutes,TIME
14876,120 minutes,TIME
14877,5 minute,TIME
14878,one,CARDINAL
14879,80 minutes,TIME
14880,the entire day,DATE
14881,one,CARDINAL
14882,last week,DATE
14883,5,CARDINAL
14884,the entire day,DATE
14885,8 hours,TIME
14886,2,CARDINAL
14887,the first 45 minutes,TIME
14888,first,ORDINAL
14889,850,CARDINAL
14890,an hour,TIME
14891,2,CARDINAL
14892,only 3,CARDINAL
14893,10900,DATE
14894,12272012,DATE
14895,375,CARDINAL
14896,4,CARDINAL
14897,only three,CARDINAL
14898,one,CARDINAL
14899,109,CARDINAL
14900,roughly 800,CARDINAL
14901,a day,DATE
14902,november,DATE
14903,california,GPE
14904,a couple years ago,DATE
14905,80 to 100,CARDINAL
14906,5,CARDINAL
14907,the 45 minutes,TIME
14908,190,CARDINAL
14909,two,CARDINAL
14910,more than 5 minutes,TIME
14911,9 years old,DATE
14912,up to 120 minutes,TIME
14913,7 pm to 1 am,TIME
14914,2 day,DATE
14915,third,ORDINAL
14916,the additional 44,DATE
14917,30 years,DATE
14918,half,CARDINAL
14919,two year old,DATE
14920,second,ORDINAL
14921,the three days,DATE
14922,12yr,ORDINAL
14923,two,CARDINAL
14924,sept 20th,DATE
14925,1 2012,DATE
14926,3 days,DATE
14927,one,CARDINAL
14928,two,CARDINAL
14929,3000,CARDINAL
14930,oneday,DATE
14931,first,ORDINAL
14932,2030 minutes,TIME
14933,1115,DATE
14934,2,CARDINAL
14935,only 3,CARDINAL
14936,an additional 10 minutes,TIME
14937,first,ORDINAL
14938,2,CARDINAL
14939,our 2nd day,DATE
14940,4,CARDINAL
14941,3,CARDINAL
14942,the days,DATE
14943,70 miles,QUANTITY
14944,october 29th,DATE
14945,three,CARDINAL
14946,89,CARDINAL
14947,2030,DATE
14948,70 year olds,DATE
14949,112030,DATE
14950,3d,CARDINAL
14951,today,DATE
14952,first,ORDINAL
14953,3,CARDINAL
14954,first,ORDINAL
14955,la years ago,DATE
14956,months,DATE
14957,the days,DATE
14958,the last day,DATE
14959,the previous week,DATE
14960,two,CARDINAL
14961,around 730 pm,TIME
14962,12,CARDINAL
14963,530 pm,TIME
14964,530,CARDINAL
14965,first,ORDINAL
14966,20,CARDINAL
14967,half,CARDINAL
14968,100,CARDINAL
14969,23,CARDINAL
14970,88,CARDINAL
14971,101,CARDINAL
14972,about a mile,QUANTITY
14973,about 60 seconds,TIME
14974,1000,DATE
14975,the past 20 years,DATE
14976,first,ORDINAL
14977,10 years,DATE
14978,less than a minute,TIME
14979,7,CARDINAL
14980,10 minutes,TIME
14981,up to 2 hours,TIME
14982,one,CARDINAL
14983,one,CARDINAL
14984,two,CARDINAL
14985,158,CARDINAL
14986,at least 2 hours,TIME
14987,second,ORDINAL
14988,second,ORDINAL
14989,2010,DATE
14990,this year,DATE
14991,the night,TIME
14992,first,ORDINAL
14993,an hour and a half,TIME
14994,745,CARDINAL
14995,an hour,TIME
14996,two,CARDINAL
14997,30min,CARDINAL
14998,three,CARDINAL
14999,seven,CARDINAL
15000,half,CARDINAL
15001,last night,TIME
15002,5 6,CARDINAL
15003,the night,TIME
15004,7,CARDINAL
15005,630,CARDINAL
15006,545,CARDINAL
15007,first,ORDINAL
15008,530,CARDINAL
15009,7 pm,TIME
15010,745,CARDINAL
15011,2 hour,TIME
15012,1,CARDINAL
15013,1,CARDINAL
15014,545,CARDINAL
15015,645,CARDINAL
15016,45 minutes,TIME
15017,1,CARDINAL
15018,5,CARDINAL
15019,2,CARDINAL
15020,1230,DATE
15021,60 70 minutes,TIME
15022,2,CARDINAL
15023,3,CARDINAL
15024,no less than 10 miles,PERCENT
15025,2 hours,TIME
15026,3,CARDINAL
15027,86,CARDINAL
15028,4,CARDINAL
15029,less than 10 minutes,TIME
15030,15,CARDINAL
15031,third,ORDINAL
15032,first,ORDINAL
15033,45 minutes,TIME
15034,45 minute,TIME
15035,sunday,DATE
15036,2 hours and 10 minutes,TIME
15037,two,CARDINAL
15038,all night,TIME
15039,5th,ORDINAL
15040,this year,DATE
15041,more than 150 minutes,TIME
15042,3,CARDINAL
15043,10,CARDINAL
15044,100 minutes,TIME
15045,58 minutes,TIME
15046,under 13,DATE
15047,40,CARDINAL
15048,2004,DATE
15049,20,CARDINAL
15050,california,GPE
15051,two weeks,DATE
15052,first,ORDINAL
15053,1020,DATE
15054,120,CARDINAL
15055,1,CARDINAL
15056,night,TIME
15057,every year,DATE
15058,1997,DATE
15059,night,TIME
15060,15,CARDINAL
15061,20,CARDINAL
15062,more than 75 minutes,TIME
15063,one,CARDINAL
15064,between 100150 minutes,TIME
15065,first,ORDINAL
15066,75 minute,TIME
15067,about 10,CARDINAL
15068,6,CARDINAL
15069,250,CARDINAL
15070,2,CARDINAL
15071,a week,DATE
15072,2,CARDINAL
15073,26412,DATE
15074,an additional 20,CARDINAL
15075,almost an hour,TIME
15076,a very disappointing day,DATE
15077,the 100 year,DATE
15078,third,ORDINAL
15079,this year,DATE
15080,1000 pm,TIME
15081,1000,CARDINAL
15082,30 minute,TIME
15083,2 hours,TIME
15084,700,CARDINAL
15085,100,CARDINAL
15086,7th,ORDINAL
15087,years,DATE
15088,22,CARDINAL
15089,three days,DATE
15090,early october,DATE
15091,2012,DATE
15092,8 pm,TIME
15093,1 am,TIME
15094,45 minutes,TIME
15095,three,CARDINAL
15096,2011,DATE
15097,5,CARDINAL
15098,3d,CARDINAL
15099,5,CARDINAL
15100,25,CARDINAL
15101,four,CARDINAL
15102,an hour,TIME
15103,one,CARDINAL
15104,only 15 minutes,TIME
15105,the 15 minutes,TIME
15106,another half hour,TIME
15107,another night,TIME
15108,two,CARDINAL
15109,two,CARDINAL
15110,15,CARDINAL
15111,750,CARDINAL
15112,100,CARDINAL
15113,the last decade,DATE
15114,sunday,DATE
15115,weekend,DATE
15116,the years,DATE
15117,630,CARDINAL
15118,1,CARDINAL
15119,15,CARDINAL
15120,30 minutes,TIME
15121,655pm 2nd,DATE
15122,one,CARDINAL
15123,40 minutes,TIME
15124,only 15 minutes,TIME
15125,60 minute,TIME
15126,75 minutes,TIME
